,17%,25%,50%,75%,83%
mu.bRG[Intercept],0.819211437307653,1.18831228221081,2.39582846686084,3.73060930233935,4.28811049108404
mu.bRG[Coral],0.665504261164768,0.968780296471402,1.94279774004964,3.11800317797498,3.67706617728883
mu.bRG[CoralxCoral],-3.10044617785105,-2.58825971530712,-1.52537903366464,-0.724859103989605,-0.486912644273522
mu.bRG[Sand],-2.06892426455456,-1.63804255286365,-0.836816468647389,-0.346020735015256,-0.210647571070968
mu.bRG[CCA],0.165500881146005,0.271697637306395,0.68924022039636,1.36101198873029,1.75134974524255
mu.bRG[Depth],0.0372936843511447,0.118515709056286,0.472961090382274,1.11274658788953,1.47412752079585
mu.bRG[Complexity],0.337023929468253,0.489951907009827,0.974124614141854,1.52250046002835,1.75702783243171
mu.bRG[Visibility],0.0721419686022737,0.140089456110493,0.424161294916475,0.910028965644431,1.20890727342989
mu.bRG[SST],-1.2479286225009,-0.875726552025267,-0.255090562172581,0.0340422578262942,0.237236359548384
mu.bRG[Waves],-0.0640660635331935,0.0424408351881498,0.411915978435298,1.13780578349591,1.55420327983709
mu.bRG[WavesxWaves],-1.36162911220645,-0.93740925809738,-0.202919497763477,0.154830236839657,0.404270967944708
mu.bRG[Human Density],-1.51348227169883,-1.20742512771983,-0.663816041301487,-0.288386086246577,-0.182926004745626
